"","language","article","date","views"
"78129","en","tehrik-i-taliban_pakistan",2013-02-19,793
"7813","en","terror",2013-02-19,293
"7811","en","terrorism",2013-02-19,4512
"78110","en","weapons-grade",2013-02-19,191
"78215","en","abu_sayyaf",2013-02-20,1844
"782","en","al-qaeda",2013-02-20,13218
"78225","en","al-qaeda_in_the_arabian_peninsula",2013-02-20,392
"78226","en","al-qaeda_in_the_islamic_maghreb",2013-02-20,850
"78229","en","al-shabaab",2013-02-20,376
"78213","en","biological_weapon",2013-02-20,156
"78220","en","car_bomb",2013-02-20,596
"78212","en","chemical_weapon",2013-02-20,1202
"7825","en","conventional_weapon",2013-02-20,296
"7828","en","dirty_bomb",2013-02-20,1328
"7824","en","eco-terrorism",2013-02-20,920
"7823","en","environmental_terrorism",2013-02-20,46
"78217","en","euskadi_ta_askatasuna",2013-02-20,74
"78216","en","farc",2013-02-20,2188
"78218","en","hezbollah",2013-02-20,5834
"78214","en","improvised_explosive_device",2013-02-20,3672
"78231","en","islamist",2013-02-20,336
"78221","en","jihad",2013-02-20,6058
"78211","en","nuclear",2013-02-20,390
"78210","en","nuclear_enrichment",2013-02-20,18
"78219","en","palestine_liberation_front",2013-02-20,100
"78228","en","political_radicalism",2013-02-20,422
"78230","en","recruitment",2013-02-20,7848
"78224","en","suicide_attack",2013-02-20,1352
"78223","en","suicide_bomber",2013-02-20,152
"78222","en","taliban",2013-02-20,9840
"78227","en","tehrik-i-taliban_pakistan",2013-02-20,1396
"7822","en","terror",2013-02-20,508
"7821","en","terrorism",2013-02-20,8274
"7826","en","weapons-grade",2013-02-20,320
"78313","en","abu_sayyaf",2013-02-21,2072
"783","en","al-qaeda",2013-02-21,14246
"78323","en","al-qaeda_in_the_arabian_peninsula",2013-02-21,698
"78324","en","al-qaeda_in_the_islamic_maghreb",2013-02-21,764
"78327","en","al-shabaab",2013-02-21,288
"78311","en","biological_weapon",2013-02-21,162
"78318","en","car_bomb",2013-02-21,850
"78310","en","chemical_weapon",2013-02-21,1102
"7835","en","conventional_weapon",2013-02-21,130
"7837","en","dirty_bomb",2013-02-21,1304
"7834","en","eco-terrorism",2013-02-21,780
"7833","en","environmental_terrorism",2013-02-21,40
"78315","en","euskadi_ta_askatasuna",2013-02-21,56
"78314","en","farc",2013-02-21,2424
"78316","en","hezbollah",2013-02-21,7890
"78312","en","improvised_explosive_device",2013-02-21,6518
"78329","en","islamist",2013-02-21,262
"78319","en","jihad",2013-02-21,6714
"7839","en","nuclear",2013-02-21,392
"7838","en","nuclear_enrichment",2013-02-21,14
"78317","en","palestine_liberation_front",2013-02-21,130
"78326","en","political_radicalism",2013-02-21,440
"78328","en","recruitment",2013-02-21,7294
"78322","en","suicide_attack",2013-02-21,1500
"78321","en","suicide_bomber",2013-02-21,134
"78320","en","taliban",2013-02-21,10092
"78325","en","tehrik-i-taliban_pakistan",2013-02-21,1490
"7832","en","terror",2013-02-21,524
"7831","en","terrorism",2013-02-21,10156
"7836","en","weapons-grade",2013-02-21,356
"78413","en","abu_sayyaf",2013-02-22,852
"784","en","al-qaeda",2013-02-22,6968
"78423","en","al-qaeda_in_the_arabian_peninsula",2013-02-22,345
"78424","en","al-qaeda_in_the_islamic_maghreb",2013-02-22,374
"78427","en","al-shabaab",2013-02-22,136
"78411","en","biological_weapon",2013-02-22,102
"78418","en","car_bomb",2013-02-22,387
"78410","en","chemical_weapon",2013-02-22,552
"7845","en","conventional_weapon",2013-02-22,61
"7847","en","dirty_bomb",2013-02-22,939
"7844","en","eco-terrorism",2013-02-22,296
"7843","en","environmental_terrorism",2013-02-22,19
"78415","en","euskadi_ta_askatasuna",2013-02-22,18
"78414","en","farc",2013-02-22,1048
"78416","en","hezbollah",2013-02-22,3126
"78412","en","improvised_explosive_device",2013-02-22,6724
"78429","en","islamist",2013-02-22,133
"78419","en","jihad",2013-02-22,2940
"7849","en","nuclear",2013-02-22,165
"7848","en","nuclear_enrichment",2013-02-22,4
"78417","en","palestine_liberation_front",2013-02-22,59
"78426","en","political_radicalism",2013-02-22,202
"78428","en","recruitment",2013-02-22,3298
"78422","en","suicide_attack",2013-02-22,674
"78421","en","suicide_bomber",2013-02-22,82
"78420","en","taliban",2013-02-22,4391
"78425","en","tehrik-i-taliban_pakistan",2013-02-22,573
"7842","en","terror",2013-02-22,276
"7841","en","terrorism",2013-02-22,4441
"7846","en","weapons-grade",2013-02-22,191
"78513","en","abu_sayyaf",2013-02-23,636
"785","en","al-qaeda",2013-02-23,5285
"78523","en","al-qaeda_in_the_arabian_peninsula",2013-02-23,159
"78524","en","al-qaeda_in_the_islamic_maghreb",2013-02-23,406
"78527","en","al-shabaab",2013-02-23,127
"78511","en","biological_weapon",2013-02-23,68
"78518","en","car_bomb",2013-02-23,333
"78510","en","chemical_weapon",2013-02-23,401
"7855","en","conventional_weapon",2013-02-23,67
"7857","en","dirty_bomb",2013-02-23,726
"7854","en","eco-terrorism",2013-02-23,279
"7853","en","environmental_terrorism",2013-02-23,26
"78515","en","euskadi_ta_askatasuna",2013-02-23,27
"78514","en","farc",2013-02-23,853
"78516","en","hezbollah",2013-02-23,2185
"78512","en","improvised_explosive_device",2013-02-23,2796
"78529","en","islamist",2013-02-23,134
"78519","en","jihad",2013-02-23,2271
"7859","en","nuclear",2013-02-23,171
"7858","en","nuclear_enrichment",2013-02-23,4
"78517","en","palestine_liberation_front",2013-02-23,68
"78526","en","political_radicalism",2013-02-23,156
"78528","en","recruitment",2013-02-23,2332
"78522","en","suicide_attack",2013-02-23,587
"78521","en","suicide_bomber",2013-02-23,80
"78520","en","taliban",2013-02-23,3391
"78525","en","tehrik-i-taliban_pakistan",2013-02-23,541
"7852","en","terror",2013-02-23,192
"7851","en","terrorism",2013-02-23,3507
"7856","en","weapons-grade",2013-02-23,146
"78613","en","abu_sayyaf",2013-02-24,721
"786","en","al-qaeda",2013-02-24,6148
"78623","en","al-qaeda_in_the_arabian_peninsula",2013-02-24,217
"78624","en","al-qaeda_in_the_islamic_maghreb",2013-02-24,275
"78627","en","al-shabaab",2013-02-24,126
"78611","en","biological_weapon",2013-02-24,65
"78618","en","car_bomb",2013-02-24,327
"78610","en","chemical_weapon",2013-02-24,470
"7865","en","conventional_weapon",2013-02-24,75
"7867","en","dirty_bomb",2013-02-24,579
"7864","en","eco-terrorism",2013-02-24,308
"7863","en","environmental_terrorism",2013-02-24,24
"78615","en","euskadi_ta_askatasuna",2013-02-24,26
"78614","en","farc",2013-02-24,1039
"78616","en","hezbollah",2013-02-24,2206
"78612","en","improvised_explosive_device",2013-02-24,2561
"78629","en","islamist",2013-02-24,208
"78619","en","jihad",2013-02-24,2459
"7869","en","nuclear",2013-02-24,142
"7868","en","nuclear_enrichment",2013-02-24,6
"78617","en","palestine_liberation_front",2013-02-24,59
"78626","en","political_radicalism",2013-02-24,215
"78628","en","recruitment",2013-02-24,2271
"78622","en","suicide_attack",2013-02-24,596
"78621","en","suicide_bomber",2013-02-24,74
"78620","en","taliban",2013-02-24,4263
"78625","en","tehrik-i-taliban_pakistan",2013-02-24,558
"7862","en","terror",2013-02-24,232
"7861","en","terrorism",2013-02-24,3874
"7866","en","weapons-grade",2013-02-24,235
"78713","en","abu_sayyaf",2013-02-25,765
"787","en","al-qaeda",2013-02-25,7155
"78723","en","al-qaeda_in_the_arabian_peninsula",2013-02-25,247
"78724","en","al-qaeda_in_the_islamic_maghreb",2013-02-25,449
"78727","en","al-shabaab",2013-02-25,180
"78711","en","biological_weapon",2013-02-25,96
"78718","en","car_bomb",2013-02-25,351
"78710","en","chemical_weapon",2013-02-25,460
"7875","en","conventional_weapon",2013-02-25,71
"7877","en","dirty_bomb",2013-02-25,654
"7874","en","eco-terrorism",2013-02-25,335
"7873","en","environmental_terrorism",2013-02-25,23
"78715","en","euskadi_ta_askatasuna",2013-02-25,41
"78714","en","farc",2013-02-25,1217
"78716","en","hezbollah",2013-02-25,2550
"78712","en","improvised_explosive_device",2013-02-25,2211
"78729","en","islamist",2013-02-25,166
"78719","en","jihad",2013-02-25,2969
"7879","en","nuclear",2013-02-25,224
"7878","en","nuclear_enrichment",2013-02-25,11
"78717","en","palestine_liberation_front",2013-02-25,58
"78726","en","political_radicalism",2013-02-25,329
"78728","en","recruitment",2013-02-25,3905
"78722","en","suicide_attack",2013-02-25,634
"78721","en","suicide_bomber",2013-02-25,62
"78720","en","taliban",2013-02-25,5323
"78725","en","tehrik-i-taliban_pakistan",2013-02-25,602
"7872","en","terror",2013-02-25,251
"7871","en","terrorism",2013-02-25,5010
"7876","en","weapons-grade",2013-02-25,133
"78813","en","abu_sayyaf",2013-02-26,1628
"788","en","al-qaeda",2013-02-26,13554
"78823","en","al-qaeda_in_the_arabian_peninsula",2013-02-26,470
"78824","en","al-qaeda_in_the_islamic_maghreb",2013-02-26,814
"78827","en","al-shabaab",2013-02-26,336
"78811","en","biological_weapon",2013-02-26,216
"78818","en","car_bomb",2013-02-26,774
"78810","en","chemical_weapon",2013-02-26,1212
"7885","en","conventional_weapon",2013-02-26,202
"7887","en","dirty_bomb",2013-02-26,1146
"7884","en","eco-terrorism",2013-02-26,722
"7883","en","environmental_terrorism",2013-02-26,68
"78815","en","euskadi_ta_askatasuna",2013-02-26,46
"78814","en","farc",2013-02-26,2506
"78816","en","hezbollah",2013-02-26,5698
"78812","en","improvised_explosive_device",2013-02-26,4370
"78829","en","islamist",2013-02-26,312
"78819","en","jihad",2013-02-26,5778
"7889","en","nuclear",2013-02-26,442
"7888","en","nuclear_enrichment",2013-02-26,28
"78817","en","palestine_liberation_front",2013-02-26,102
"78826","en","political_radicalism",2013-02-26,598
"78828","en","recruitment",2013-02-26,8004
"78822","en","suicide_attack",2013-02-26,1372
"78821","en","suicide_bomber",2013-02-26,150
"78820","en","taliban",2013-02-26,11588
"78825","en","tehrik-i-taliban_pakistan",2013-02-26,1240
"7882","en","terror",2013-02-26,546
"7881","en","terrorism",2013-02-26,9832
"7886","en","weapons-grade",2013-02-26,376
"78913","en","abu_sayyaf",2013-02-27,1114
"789","en","al-qaeda",2013-02-27,6809
"78923","en","al-qaeda_in_the_arabian_peninsula",2013-02-27,224
"78924","en","al-qaeda_in_the_islamic_maghreb",2013-02-27,409
"78927","en","al-shabaab",2013-02-27,150
"78911","en","biological_weapon",2013-02-27,90
"78918","en","car_bomb",2013-02-27,402
"78910","en","chemical_weapon",2013-02-27,603
"7895","en","conventional_weapon",2013-02-27,108
"7897","en","dirty_bomb",2013-02-27,704
"7894","en","eco-terrorism",2013-02-27,347
"7893","en","environmental_terrorism",2013-02-27,19
"78915","en","euskadi_ta_askatasuna",2013-02-27,32
"78914","en","farc",2013-02-27,1307
"78916","en","hezbollah",2013-02-27,2982
"78912","en","improvised_explosive_device",2013-02-27,2110
"78929","en","islamist",2013-02-27,189
"78919","en","jihad",2013-02-27,2998
"7899","en","nuclear",2013-02-27,245
"7898","en","nuclear_enrichment",2013-02-27,9
"78917","en","palestine_liberation_front",2013-02-27,62
"78926","en","political_radicalism",2013-02-27,272
"78928","en","recruitment",2013-02-27,3846
"78922","en","suicide_attack",2013-02-27,669
"78921","en","suicide_bomber",2013-02-27,79
"78920","en","taliban",2013-02-27,5516
"78925","en","tehrik-i-taliban_pakistan",2013-02-27,584
"7892","en","terror",2013-02-27,244
"7891","en","terrorism",2013-02-27,5235
"7896","en","weapons-grade",2013-02-27,178
"79013","en","abu_sayyaf",2013-02-28,788
"790","en","al-qaeda",2013-02-28,6728
"79023","en","al-qaeda_in_the_arabian_peninsula",2013-02-28,244
"79024","en","al-qaeda_in_the_islamic_maghreb",2013-02-28,494
"79027","en","al-shabaab",2013-02-28,154
"79011","en","biological_weapon",2013-02-28,102
"79018","en","car_bomb",2013-02-28,347
"79010","en","chemical_weapon",2013-02-28,633
"7905","en","conventional_weapon",2013-02-28,90
"7907","en","dirty_bomb",2013-02-28,630
"7904","en","eco-terrorism",2013-02-28,389
"7903","en","environmental_terrorism",2013-02-28,20
"79015","en","euskadi_ta_askatasuna",2013-02-28,33
"79014","en","farc",2013-02-28,1247
"79016","en","hezbollah",2013-02-28,2820
"79012","en","improvised_explosive_device",2013-02-28,1902
"79029","en","islamist",2013-02-28,149
"79019","en","jihad",2013-02-28,2823
"7909","en","nuclear",2013-02-28,202
"7908","en","nuclear_enrichment",2013-02-28,7
"79017","en","palestine_liberation_front",2013-02-28,59
"79026","en","political_radicalism",2013-02-28,277
"79028","en","recruitment",2013-02-28,3754
"79022","en","suicide_attack",2013-02-28,670
"79021","en","suicide_bomber",2013-02-28,61
"79020","en","taliban",2013-02-28,5151
"79025","en","tehrik-i-taliban_pakistan",2013-02-28,583
"7902","en","terror",2013-02-28,257
"7901","en","terrorism",2013-02-28,5225
"7906","en","weapons-grade",2013-02-28,137
"79117","en","abu_sayyaf",2013-03-01,2022
"791","en","al-qaeda",2013-03-01,6491
"79127","en","al-qaeda_in_the_arabian_peninsula",2013-03-01,283
"79128","en","al-qaeda_in_the_islamic_maghreb",2013-03-01,3332
"79133","en","al-shabaab",2013-03-01,158
"79115","en","biological_weapon",2013-03-01,86
"79122","en","car_bomb",2013-03-01,318
"79114","en","chemical_weapon",2013-03-01,527
"7919","en","conventional_weapon",2013-03-01,80
"79111","en","dirty_bomb",2013-03-01,572
"7917","en","eco-terrorism",2013-03-01,328
"7915","en","environmental_terrorism",2013-03-01,40
"79119","en","euskadi_ta_askatasuna",2013-03-01,30
"79118","en","farc",2013-03-01,1118
"79120","en","hezbollah",2013-03-01,2350
"79116","en","improvised_explosive_device",2013-03-01,1653
"79137","en","islamist",2013-03-01,258
"79123","en","jihad",2013-03-01,2669
"79113","en","nuclear",2013-03-01,163
"79112","en","nuclear_enrichment",2013-03-01,13
"79121","en","palestine_liberation_front",2013-03-01,69
"79131","en","political_radicalism",2013-03-01,214
"79135","en","recruitment",2013-03-01,3244
"79126","en","suicide_attack",2013-03-01,582
"79125","en","suicide_bomber",2013-03-01,62
"79124","en","taliban",2013-03-01,4305
"79129","en","tehrik-i-taliban_pakistan",2013-03-01,540
"7913","en","terror",2013-03-01,183
"7911","en","terrorism",2013-03-01,4034
"79110","en","weapons-grade",2013-03-01,106
"79215","en","abu_sayyaf",2013-03-02,3810
"792","en","al-qaeda",2013-03-02,13308
"79225","en","al-qaeda_in_the_arabian_peninsula",2013-03-02,966
"79226","en","al-qaeda_in_the_islamic_maghreb",2013-03-02,1650
"79229","en","al-shabaab",2013-03-02,258
"79213","en","biological_weapon",2013-03-02,162
"79220","en","car_bomb",2013-03-02,592
"79212","en","chemical_weapon",2013-03-02,770
"7925","en","conventional_weapon",2013-03-02,138
"7928","en","dirty_bomb",2013-03-02,1048
"7924","en","eco-terrorism",2013-03-02,512
"7923","en","environmental_terrorism",2013-03-02,34
"79217","en","euskadi_ta_askatasuna",2013-03-02,64
"79216","en","farc",2013-03-02,1754
"79218","en","hezbollah",2013-03-02,3860
"79214","en","improvised_explosive_device",2013-03-02,2726
"79231","en","islamist",2013-03-02,314
"79221","en","jihad",2013-03-02,4450
"79211","en","nuclear",2013-03-02,242
"79210","en","nuclear_enrichment",2013-03-02,18
"79219","en","palestine_liberation_front",2013-03-02,136
"79228","en","political_radicalism",2013-03-02,372
"79230","en","recruitment",2013-03-02,4244
"79224","en","suicide_attack",2013-03-02,1034
"79223","en","suicide_bomber",2013-03-02,102
"79222","en","taliban",2013-03-02,6664
"79227","en","tehrik-i-taliban_pakistan",2013-03-02,856
"7922","en","terror",2013-03-02,362
"7921","en","terrorism",2013-03-02,6952
"7926","en","weapons-grade",2013-03-02,174
"79313","en","abu_sayyaf",2013-03-03,1857
"793","en","al-qaeda",2013-03-03,7191
"79323","en","al-qaeda_in_the_arabian_peninsula",2013-03-03,391
"79324","en","al-qaeda_in_the_islamic_maghreb",2013-03-03,1136
"79327","en","al-shabaab",2013-03-03,178
"79311","en","biological_weapon",2013-03-03,104
"79318","en","car_bomb",2013-03-03,343
"79310","en","chemical_weapon",2013-03-03,468
"7935","en","conventional_weapon",2013-03-03,61
"7937","en","dirty_bomb",2013-03-03,545
"7934","en","eco-terrorism",2013-03-03,285
"7933","en","environmental_terrorism",2013-03-03,17
"79315","en","euskadi_ta_askatasuna",2013-03-03,30
"79314","en","farc",2013-03-03,931
"79316","en","hezbollah",2013-03-03,2031
"79312","en","improvised_explosive_device",2013-03-03,1652
"79329","en","islamist",2013-03-03,197
"79319","en","jihad",2013-03-03,2821
"7939","en","nuclear",2013-03-03,146
"7938","en","nuclear_enrichment",2013-03-03,7
"79317","en","palestine_liberation_front",2013-03-03,54
"79326","en","political_radicalism",2013-03-03,185
"79328","en","recruitment",2013-03-03,2338
"79322","en","suicide_attack",2013-03-03,664
"79321","en","suicide_bomber",2013-03-03,72
"79320","en","taliban",2013-03-03,4265
"79325","en","tehrik-i-taliban_pakistan",2013-03-03,429
"7932","en","terror",2013-03-03,237
"7931","en","terrorism",2013-03-03,4502
"7936","en","weapons-grade",2013-03-03,91
"79413","en","abu_sayyaf",2013-03-04,2183
"794","en","al-qaeda",2013-03-04,7272
"79423","en","al-qaeda_in_the_arabian_peninsula",2013-03-04,260
"79424","en","al-qaeda_in_the_islamic_maghreb",2013-03-04,899
"79427","en","al-shabaab",2013-03-04,183
"79411","en","biological_weapon",2013-03-04,113
"79418","en","car_bomb",2013-03-04,405
"79410","en","chemical_weapon",2013-03-04,561
"7945","en","conventional_weapon",2013-03-04,77
"7947","en","dirty_bomb",2013-03-04,580
"7944","en","eco-terrorism",2013-03-04,332
"7943","en","environmental_terrorism",2013-03-04,28
"79415","en","euskadi_ta_askatasuna",2013-03-04,37
"79414","en","farc",2013-03-04,2199
"79416","en","hezbollah",2013-03-04,2489
"79412","en","improvised_explosive_device",2013-03-04,2367
"79429","en","islamist",2013-03-04,189
"79419","en","jihad",2013-03-04,2943
"7949","en","nuclear",2013-03-04,197
"7948","en","nuclear_enrichment",2013-03-04,7
"79417","en","palestine_liberation_front",2013-03-04,64
"79426","en","political_radicalism",2013-03-04,260
"79428","en","recruitment",2013-03-04,4004
"79422","en","suicide_attack",2013-03-04,821
"79421","en","suicide_bomber",2013-03-04,65
"79420","en","taliban",2013-03-04,5179
"79425","en","tehrik-i-taliban_pakistan",2013-03-04,688
"7942","en","terror",2013-03-04,209
"7941","en","terrorism",2013-03-04,5566
"7946","en","weapons-grade",2013-03-04,124
"79513","en","abu_sayyaf",2013-03-05,4294
"795","en","al-qaeda",2013-03-05,19200
"79523","en","al-qaeda_in_the_arabian_peninsula",2013-03-05,680
"79524","en","al-qaeda_in_the_islamic_maghreb",2013-03-05,22168
"79527","en","al-shabaab",2013-03-05,3698
"79511","en","biological_weapon",2013-03-05,124
"79518","en","car_bomb",2013-03-05,672
"79510","en","chemical_weapon",2013-03-05,1076
"7955","en","conventional_weapon",2013-03-05,158
"7957","en","dirty_bomb",2013-03-05,1306
"7954","en","eco-terrorism",2013-03-05,576
"7953","en","environmental_terrorism",2013-03-05,48
"79515","en","euskadi_ta_askatasuna",2013-03-05,62
"79514","en","farc",2013-03-05,3142
"79516","en","hezbollah",2013-03-05,5020
"79512","en","improvised_explosive_device",2013-03-05,4202
"79529","en","islamist",2013-03-05,536
"79519","en","jihad",2013-03-05,7080
"7959","en","nuclear",2013-03-05,362
"7958","en","nuclear_enrichment",2013-03-05,8
"79517","en","palestine_liberation_front",2013-03-05,106
"79526","en","political_radicalism",2013-03-05,500
"79528","en","recruitment",2013-03-05,7842
"79522","en","suicide_attack",2013-03-05,1366
"79521","en","suicide_bomber",2013-03-05,156
"79520","en","taliban",2013-03-05,10426
"79525","en","tehrik-i-taliban_pakistan",2013-03-05,1224
"7952","en","terror",2013-03-05,442
"7951","en","terrorism",2013-03-05,10272
"7956","en","weapons-grade",2013-03-05,238
"79613","en","abu_sayyaf",2013-03-06,1770
"796","en","al-qaeda",2013-03-06,8094
"79623","en","al-qaeda_in_the_arabian_peninsula",2013-03-06,266
"79624","en","al-qaeda_in_the_islamic_maghreb",2013-03-06,6117
"79627","en","al-shabaab",2013-03-06,168
"79611","en","biological_weapon",2013-03-06,94
"79618","en","car_bomb",2013-03-06,329
"79610","en","chemical_weapon",2013-03-06,586
"7965","en","conventional_weapon",2013-03-06,83
"7967","en","dirty_bomb",2013-03-06,613
"7964","en","eco-terrorism",2013-03-06,389
"7963","en","environmental_terrorism",2013-03-06,28
"79615","en","euskadi_ta_askatasuna",2013-03-06,27
"79614","en","farc",2013-03-06,2376
"79616","en","hezbollah",2013-03-06,2436
"79612","en","improvised_explosive_device",2013-03-06,2014
"79629","en","islamist",2013-03-06,218
"79619","en","jihad",2013-03-06,3353
"7969","en","nuclear",2013-03-06,170
"7968","en","nuclear_enrichment",2013-03-06,5
"79617","en","palestine_liberation_front",2013-03-06,53
"79626","en","political_radicalism",2013-03-06,281
"79628","en","recruitment",2013-03-06,3806
"79622","en","suicide_attack",2013-03-06,755
"79621","en","suicide_bomber",2013-03-06,90
"79620","en","taliban",2013-03-06,5081
"79625","en","tehrik-i-taliban_pakistan",2013-03-06,540
"7962","en","terror",2013-03-06,266
"7961","en","terrorism",2013-03-06,4995
"7966","en","weapons-grade",2013-03-06,116
"79713","en","abu_sayyaf",2013-03-07,1646
"797","en","al-qaeda",2013-03-07,8952
"79723","en","al-qaeda_in_the_arabian_peninsula",2013-03-07,271
"79724","en","al-qaeda_in_the_islamic_maghreb",2013-03-07,5465
"79727","en","al-shabaab",2013-03-07,162
"79711","en","biological_weapon",2013-03-07,152
"79718","en","car_bomb",2013-03-07,339
"79710","en","chemical_weapon",2013-03-07,712
"7975","en","conventional_weapon",2013-03-07,69
"7977","en","dirty_bomb",2013-03-07,1007
"7974","en","eco-terrorism",2013-03-07,370
"7973","en","environmental_terrorism",2013-03-07,30
"79715","en","euskadi_ta_askatasuna",2013-03-07,33
"79714","en","farc",2013-03-07,1635
"79716","en","hezbollah",2013-03-07,2354
"79712","en","improvised_explosive_device",2013-03-07,1908
"79729","en","islamist",2013-03-07,299
"79719","en","jihad",2013-03-07,4451
"7979","en","nuclear",2013-03-07,207
"7978","en","nuclear_enrichment",2013-03-07,10
"79717","en","palestine_liberation_front",2013-03-07,85
"79726","en","political_radicalism",2013-03-07,253
"79728","en","recruitment",2013-03-07,3819
"79722","en","suicide_attack",2013-03-07,679
"79721","en","suicide_bomber",2013-03-07,79
"79720","en","taliban",2013-03-07,5011
"79725","en","tehrik-i-taliban_pakistan",2013-03-07,582
"7972","en","terror",2013-03-07,235
"7971","en","terrorism",2013-03-07,4841
"7976","en","weapons-grade",2013-03-07,140
"79813","en","abu_sayyaf",2013-03-08,1082
"798","en","al-qaeda",2013-03-08,10349
"79823","en","al-qaeda_in_the_arabian_peninsula",2013-03-08,245
"79824","en","al-qaeda_in_the_islamic_maghreb",2013-03-08,3539
"79827","en","al-shabaab",2013-03-08,189
"79811","en","biological_weapon",2013-03-08,97
"79818","en","car_bomb",2013-03-08,329
"79810","en","chemical_weapon",2013-03-08,628
"7985","en","conventional_weapon",2013-03-08,74
"7987","en","dirty_bomb",2013-03-08,692
"7984","en","eco-terrorism",2013-03-08,276
"7983","en","environmental_terrorism",2013-03-08,13
"79815","en","euskadi_ta_askatasuna",2013-03-08,40
"79814","en","farc",2013-03-08,1229
"79816","en","hezbollah",2013-03-08,2305
"79812","en","improvised_explosive_device",2013-03-08,1741
"79829","en","islamist",2013-03-08,248
"79819","en","jihad",2013-03-08,3249
"7989","en","nuclear",2013-03-08,229
"7988","en","nuclear_enrichment",2013-03-08,7
"79817","en","palestine_liberation_front",2013-03-08,48
"79826","en","political_radicalism",2013-03-08,216
"79828","en","recruitment",2013-03-08,3212
"79822","en","suicide_attack",2013-03-08,667
"79821","en","suicide_bomber",2013-03-08,69
"79820","en","taliban",2013-03-08,6958
"79825","en","tehrik-i-taliban_pakistan",2013-03-08,562
"7982","en","terror",2013-03-08,218
"7981","en","terrorism",2013-03-08,3962
"7986","en","weapons-grade",2013-03-08,144
"79913","en","abu_sayyaf",2013-03-09,904
"799","en","al-qaeda",2013-03-09,6575
"79923","en","al-qaeda_in_the_arabian_peninsula",2013-03-09,210
"79924","en","al-qaeda_in_the_islamic_maghreb",2013-03-09,2014
"79927","en","al-shabaab",2013-03-09,131
"79911","en","biological_weapon",2013-03-09,130
"79918","en","car_bomb",2013-03-09,285
"79910","en","chemical_weapon",2013-03-09,455
"7995","en","conventional_weapon",2013-03-09,68
"7997","en","dirty_bomb",2013-03-09,503
"7994","en","eco-terrorism",2013-03-09,178
"7993","en","environmental_terrorism",2013-03-09,4
"79915","en","euskadi_ta_askatasuna",2013-03-09,18
"79914","en","farc",2013-03-09,939
"79916","en","hezbollah",2013-03-09,1820
"79912","en","improvised_explosive_device",2013-03-09,1439
"79929","en","islamist",2013-03-09,210
"79919","en","jihad",2013-03-09,2641
"7999","en","nuclear",2013-03-09,140
"7998","en","nuclear_enrichment",2013-03-09,5
"79917","en","palestine_liberation_front",2013-03-09,61
"79926","en","political_radicalism",2013-03-09,173
"79928","en","recruitment",2013-03-09,2244
"79922","en","suicide_attack",2013-03-09,745
"79921","en","suicide_bomber",2013-03-09,105
"79920","en","taliban",2013-03-09,4211
"79925","en","tehrik-i-taliban_pakistan",2013-03-09,736
"7992","en","terror",2013-03-09,183
"7991","en","terrorism",2013-03-09,3138
"7996","en","weapons-grade",2013-03-09,87
"80013","en","abu_sayyaf",2013-03-10,1734
"800","en","al-qaeda",2013-03-10,13294
"80023","en","al-qaeda_in_the_arabian_peninsula",2013-03-10,404
"80024","en","al-qaeda_in_the_islamic_maghreb",2013-03-10,4372
"80027","en","al-shabaab",2013-03-10,350
"80011","en","biological_weapon",2013-03-10,164
"80018","en","car_bomb",2013-03-10,574
"80010","en","chemical_weapon",2013-03-10,862
"8005","en","conventional_weapon",2013-03-10,120
"8007","en","dirty_bomb",2013-03-10,976
"8004","en","eco-terrorism",2013-03-10,584
"8003","en","environmental_terrorism",2013-03-10,46
"80015","en","euskadi_ta_askatasuna",2013-03-10,68
"80014","en","farc",2013-03-10,2016
"80016","en","hezbollah",2013-03-10,3512
"80012","en","improvised_explosive_device",2013-03-10,2994
"80029","en","islamist",2013-03-10,404
"80019","en","jihad",2013-03-10,5836
"8009","en","nuclear",2013-03-10,340
"8008","en","nuclear_enrichment",2013-03-10,26
"80017","en","palestine_liberation_front",2013-03-10,126
"80026","en","political_radicalism",2013-03-10,352
"80028","en","recruitment",2013-03-10,4532
"80022","en","suicide_attack",2013-03-10,1314
"80021","en","suicide_bomber",2013-03-10,200
"80020","en","taliban",2013-03-10,9746
"80025","en","tehrik-i-taliban_pakistan",2013-03-10,1216
"8002","en","terror",2013-03-10,372
"8001","en","terrorism",2013-03-10,7044
"8006","en","weapons-grade",2013-03-10,182
"80117","en","abu_sayyaf",2013-03-11,902
"801","en","al-qaeda",2013-03-11,7768
"80127","en","al-qaeda_in_the_arabian_peninsula",2013-03-11,204
"80128","en","al-qaeda_in_the_islamic_maghreb",2013-03-11,2548
"80133","en","al-shabaab",2013-03-11,182
"80115","en","biological_weapon",2013-03-11,70
"80122","en","car_bomb",2013-03-11,366
"80114","en","chemical_weapon",2013-03-11,626
"8019","en","conventional_weapon",2013-03-11,100
"80111","en","dirty_bomb",2013-03-11,2065
"8017","en","eco-terrorism",2013-03-11,341
"8015","en","environmental_terrorism",2013-03-11,13
"80119","en","euskadi_ta_askatasuna",2013-03-11,70
"80118","en","farc",2013-03-11,1250
"80120","en","hezbollah",2013-03-11,2329
"80116","en","improvised_explosive_device",2013-03-11,1830
"80137","en","islamist",2013-03-11,156
"80123","en","jihad",2013-03-11,3552
"80113","en","nuclear",2013-03-11,219
"80112","en","nuclear_enrichment",2013-03-11,6
"80121","en","palestine_liberation_front",2013-03-11,54
