"","language","article","date","views"
"7466","en","iran",2013-01-15,10687
"7464","en","iraq",2013-01-15,7139
"74623","en","irish_republican_army",2013-01-15,3636
"74647","en","islamist",2013-01-15,255
"74630","en","jihad",2013-01-15,3057
"74644","en","nationalism",2013-01-15,4573
"74641","en","nigeria",2013-01-15,10841
"74615","en","nuclear",2013-01-15,263
"74614","en","nuclear_enrichment",2013-01-15,7
"7467","en","pakistan",2013-01-15,65375
"74628","en","palestine_liberation_front",2013-01-15,52
"74638","en","pirates",2013-01-15,411
"74627","en","plo",2013-01-15,179
"74642","en","political_radicalism",2013-01-15,290
"74645","en","recruitment",2013-01-15,3229
"74640","en","somalia",2013-01-15,5914
"74633","en","suicide_attack",2013-01-15,637
"74632","en","suicide_bomber",2013-01-15,158
"74631","en","taliban",2013-01-15,5470
"74626","en","tamil_tigers",2013-01-15,141
"74636","en","tehrik-i-taliban_pakistan",2013-01-15,650
"7462","en","terror",2013-01-15,236
"7461","en","terrorism",2013-01-15,4173
"74612","en","weapons-grade",2013-01-15,104
"74637","en","yemen",2013-01-15,5178
"74720","en","abu_sayyaf",2013-01-16,591
"7475","en","afghanistan",2013-01-16,10306
"7478","en","agro",2013-01-16,64
"747","en","al-qaeda",2013-01-16,9177
"74734","en","al-qaeda_in_the_arabian_peninsula",2013-01-16,302
"74735","en","al-qaeda_in_the_islamic_maghreb",2013-01-16,2734
"74743","en","al-shabaab",2013-01-16,290
"74718","en","ammonium_nitrate",2013-01-16,1864
"7473","en","attack",2013-01-16,127
"74717","en","biological_weapon",2013-01-16,102
"74729","en","car_bomb",2013-01-16,351
"74716","en","chemical_weapon",2013-01-16,684
"74711","en","conventional_weapon",2013-01-16,84
"74713","en","dirty_bomb",2013-01-16,537
"74710","en","eco-terrorism",2013-01-16,287
"7479","en","environmental_terrorism",2013-01-16,27
"74724","en","euskadi_ta_askatasuna",2013-01-16,20
"74739","en","extremism",2013-01-16,688
"74722","en","farc",2013-01-16,1237
"74746","en","fundamentalism",2013-01-16,1515
"74721","en","hamas",2013-01-16,3558
"74725","en","hezbollah",2013-01-16,2026
"74719","en","improvised_explosive_device",2013-01-16,1789
"7476","en","iran",2013-01-16,9377
"7474","en","iraq",2013-01-16,5977
"74723","en","irish_republican_army",2013-01-16,4027
"74747","en","islamist",2013-01-16,342
"74730","en","jihad",2013-01-16,3113
"74744","en","nationalism",2013-01-16,4665
"74741","en","nigeria",2013-01-16,11482
"74715","en","nuclear",2013-01-16,273
"74714","en","nuclear_enrichment",2013-01-16,5
"7477","en","pakistan",2013-01-16,17141
"74728","en","palestine_liberation_front",2013-01-16,74
"74738","en","pirates",2013-01-16,377
"74727","en","plo",2013-01-16,212
"74742","en","political_radicalism",2013-01-16,230
"74745","en","recruitment",2013-01-16,3648
"74740","en","somalia",2013-01-16,6047
"74733","en","suicide_attack",2013-01-16,635
"74732","en","suicide_bomber",2013-01-16,74
"74731","en","taliban",2013-01-16,5525
"74726","en","tamil_tigers",2013-01-16,107
"74736","en","tehrik-i-taliban_pakistan",2013-01-16,588
"7472","en","terror",2013-01-16,305
"7471","en","terrorism",2013-01-16,4414
"74712","en","weapons-grade",2013-01-16,156
"74737","en","yemen",2013-01-16,5178
"74820","en","abu_sayyaf",2013-01-17,567
"7485","en","afghanistan",2013-01-17,9847
"7488","en","agro",2013-01-17,46
"748","en","al-qaeda",2013-01-17,9231
"74834","en","al-qaeda_in_the_arabian_peninsula",2013-01-17,254
"74835","en","al-qaeda_in_the_islamic_maghreb",2013-01-17,4371
"74843","en","al-shabaab",2013-01-17,381
"74818","en","ammonium_nitrate",2013-01-17,1829
"7483","en","attack",2013-01-17,120
"74817","en","biological_weapon",2013-01-17,104
"74829","en","car_bomb",2013-01-17,326
"74816","en","chemical_weapon",2013-01-17,576
"74811","en","conventional_weapon",2013-01-17,182
"74813","en","dirty_bomb",2013-01-17,546
"74810","en","eco-terrorism",2013-01-17,274
"7489","en","environmental_terrorism",2013-01-17,24
"74824","en","euskadi_ta_askatasuna",2013-01-17,22
"74839","en","extremism",2013-01-17,710
"74822","en","farc",2013-01-17,1114
"74846","en","fundamentalism",2013-01-17,1325
"74821","en","hamas",2013-01-17,2221
"74825","en","hezbollah",2013-01-17,1759
"74819","en","improvised_explosive_device",2013-01-17,1777
"7486","en","iran",2013-01-17,9215
"7484","en","iraq",2013-01-17,5769
"74823","en","irish_republican_army",2013-01-17,3682
"74847","en","islamist",2013-01-17,578
"74830","en","jihad",2013-01-17,3312
"74844","en","nationalism",2013-01-17,4590
"74841","en","nigeria",2013-01-17,11491
"74815","en","nuclear",2013-01-17,250
"74814","en","nuclear_enrichment",2013-01-17,5
"7487","en","pakistan",2013-01-17,22860
"74828","en","palestine_liberation_front",2013-01-17,56
"74838","en","pirates",2013-01-17,344
"74827","en","plo",2013-01-17,201
"74842","en","political_radicalism",2013-01-17,267
"74845","en","recruitment",2013-01-17,3558
"74840","en","somalia",2013-01-17,6281
"74833","en","suicide_attack",2013-01-17,640
"74832","en","suicide_bomber",2013-01-17,63
"74831","en","taliban",2013-01-17,5130
"74826","en","tamil_tigers",2013-01-17,115
"74836","en","tehrik-i-taliban_pakistan",2013-01-17,588
"7482","en","terror",2013-01-17,272
"7481","en","terrorism",2013-01-17,4454
"74812","en","weapons-grade",2013-01-17,144
"74837","en","yemen",2013-01-17,5070
"74920","en","abu_sayyaf",2013-01-18,954
"7495","en","afghanistan",2013-01-18,18384
"7498","en","agro",2013-01-18,94
"749","en","al-qaeda",2013-01-18,18438
"74934","en","al-qaeda_in_the_arabian_peninsula",2013-01-18,522
"74935","en","al-qaeda_in_the_islamic_maghreb",2013-01-18,6956
"74943","en","al-shabaab",2013-01-18,624
"74918","en","ammonium_nitrate",2013-01-18,3684
"7493","en","attack",2013-01-18,198
"74917","en","biological_weapon",2013-01-18,332
"74929","en","car_bomb",2013-01-18,548
"74916","en","chemical_weapon",2013-01-18,1186
"74911","en","conventional_weapon",2013-01-18,162
"74913","en","dirty_bomb",2013-01-18,920
"74910","en","eco-terrorism",2013-01-18,510
"7499","en","environmental_terrorism",2013-01-18,24
"74924","en","euskadi_ta_askatasuna",2013-01-18,64
"74939","en","extremism",2013-01-18,1052
"74922","en","farc",2013-01-18,1974
"74946","en","fundamentalism",2013-01-18,2362
"74921","en","hamas",2013-01-18,3920
"74925","en","hezbollah",2013-01-18,3690
"74919","en","improvised_explosive_device",2013-01-18,2862
"7496","en","iran",2013-01-18,16980
"7494","en","iraq",2013-01-18,11714
"74923","en","irish_republican_army",2013-01-18,6472
"74947","en","islamist",2013-01-18,1034
"74930","en","jihad",2013-01-18,6498
"74944","en","nationalism",2013-01-18,7628
"74941","en","nigeria",2013-01-18,20032
"74915","en","nuclear",2013-01-18,546
"74914","en","nuclear_enrichment",2013-01-18,10
"7497","en","pakistan",2013-01-18,33038
"74928","en","palestine_liberation_front",2013-01-18,92
"74938","en","pirates",2013-01-18,614
"74927","en","plo",2013-01-18,280
"74942","en","political_radicalism",2013-01-18,462
"74945","en","recruitment",2013-01-18,6124
"74940","en","somalia",2013-01-18,11910
"74933","en","suicide_attack",2013-01-18,1298
"74932","en","suicide_bomber",2013-01-18,118
"74931","en","taliban",2013-01-18,9574
"74926","en","tamil_tigers",2013-01-18,206
"74936","en","tehrik-i-taliban_pakistan",2013-01-18,1228
"7492","en","terror",2013-01-18,436
"7491","en","terrorism",2013-01-18,7552
"74912","en","weapons-grade",2013-01-18,260
"74937","en","yemen",2013-01-18,8750
"75020","en","abu_sayyaf",2013-01-19,525
"7505","en","afghanistan",2013-01-19,7424
"7508","en","agro",2013-01-19,45
"750","en","al-qaeda",2013-01-19,8044
"75034","en","al-qaeda_in_the_arabian_peninsula",2013-01-19,203
"75035","en","al-qaeda_in_the_islamic_maghreb",2013-01-19,3053
"75043","en","al-shabaab",2013-01-19,242
"75018","en","ammonium_nitrate",2013-01-19,1149
"7503","en","attack",2013-01-19,109
"75017","en","biological_weapon",2013-01-19,119
"75029","en","car_bomb",2013-01-19,309
"75016","en","chemical_weapon",2013-01-19,469
"75011","en","conventional_weapon",2013-01-19,83
"75013","en","dirty_bomb",2013-01-19,484
"75010","en","eco-terrorism",2013-01-19,237
"7509","en","environmental_terrorism",2013-01-19,19
"75024","en","euskadi_ta_askatasuna",2013-01-19,31
"75039","en","extremism",2013-01-19,415
"75022","en","farc",2013-01-19,862
"75046","en","fundamentalism",2013-01-19,730
"75021","en","hamas",2013-01-19,1643
"75025","en","hezbollah",2013-01-19,1817
"75019","en","improvised_explosive_device",2013-01-19,1271
"7506","en","iran",2013-01-19,8016
"7504","en","iraq",2013-01-19,6351
"75023","en","irish_republican_army",2013-01-19,2798
"75047","en","islamist",2013-01-19,638
"75030","en","jihad",2013-01-19,2575
"75044","en","nationalism",2013-01-19,2155
"75041","en","nigeria",2013-01-19,8496
"75015","en","nuclear",2013-01-19,134
"75014","en","nuclear_enrichment",2013-01-19,9
"7507","en","pakistan",2013-01-19,14276
"75028","en","palestine_liberation_front",2013-01-19,48
"75038","en","pirates",2013-01-19,267
"75027","en","plo",2013-01-19,103
"75042","en","political_radicalism",2013-01-19,155
"75045","en","recruitment",2013-01-19,2112
"75040","en","somalia",2013-01-19,5103
"75033","en","suicide_attack",2013-01-19,741
"75032","en","suicide_bomber",2013-01-19,171
"75031","en","taliban",2013-01-19,3785
"75026","en","tamil_tigers",2013-01-19,79
"75036","en","tehrik-i-taliban_pakistan",2013-01-19,755
"7502","en","terror",2013-01-19,189
"7501","en","terrorism",2013-01-19,3211
"75012","en","weapons-grade",2013-01-19,96
"75037","en","yemen",2013-01-19,4209
"75124","en","abu_sayyaf",2013-01-20,460
"7519","en","afghanistan",2013-01-20,8441
"75112","en","agro",2013-01-20,49
"751","en","al-qaeda",2013-01-20,9753
"75147","en","al-qaeda_in_the_arabian_peninsula",2013-01-20,244
"75149","en","al-qaeda_in_the_islamic_maghreb",2013-01-20,3053
"75165","en","al-shabaab",2013-01-20,288
"75122","en","ammonium_nitrate",2013-01-20,1279
"7515","en","attack",2013-01-20,109
"75121","en","biological_weapon",2013-01-20,74
"75137","en","car_bomb",2013-01-20,410
"75120","en","chemical_weapon",2013-01-20,448
"75115","en","conventional_weapon",2013-01-20,95
"75117","en","dirty_bomb",2013-01-20,632
"75114","en","eco-terrorism",2013-01-20,226
"75113","en","environmental_terrorism",2013-01-20,15
"75128","en","euskadi_ta_askatasuna",2013-01-20,38
"75157","en","extremism",2013-01-20,390
"75126","en","farc",2013-01-20,1869
"75171","en","fundamentalism",2013-01-20,823
"75125","en","hamas",2013-01-20,1883
"75129","en","hezbollah",2013-01-20,1776
"75123","en","improvised_explosive_device",2013-01-20,1573
"75110","en","iran",2013-01-20,8850
"7517","en","iraq",2013-01-20,5068
"75127","en","irish_republican_army",2013-01-20,3538
"75173","en","islamist",2013-01-20,411
"75139","en","jihad",2013-01-20,3030
"75167","en","nationalism",2013-01-20,2677
"75161","en","nigeria",2013-01-20,8738
"75119","en","nuclear",2013-01-20,155
"75118","en","nuclear_enrichment",2013-01-20,3
"75111","en","pakistan",2013-01-20,14881
"75135","en","palestine_liberation_front",2013-01-20,66
"75155","en","pirates",2013-01-20,341
"75133","en","plo",2013-01-20,203
"75163","en","political_radicalism",2013-01-20,162
"75169","en","recruitment",2013-01-20,2189
"75159","en","somalia",2013-01-20,5656
"75145","en","suicide_attack",2013-01-20,660
"75143","en","suicide_bomber",2013-01-20,54
"75141","en","taliban",2013-01-20,4260
"75131","en","tamil_tigers",2013-01-20,76
"75151","en","tehrik-i-taliban_pakistan",2013-01-20,703
"7513","en","terror",2013-01-20,178
"7511","en","terrorism",2013-01-20,3944
"75116","en","weapons-grade",2013-01-20,149
"75153","en","yemen",2013-01-20,4925
"75222","en","abu_sayyaf",2013-01-21,1020
"7525","en","afghanistan",2013-01-21,18922
"75210","en","agro",2013-01-21,138
"752","en","al-qaeda",2013-01-21,19730
"75236","en","al-qaeda_in_the_arabian_peninsula",2013-01-21,510
"75237","en","al-qaeda_in_the_islamic_maghreb",2013-01-21,6534
"75245","en","al-shabaab",2013-01-21,478
"75220","en","ammonium_nitrate",2013-01-21,3262
"7523","en","attack",2013-01-21,230
"75219","en","biological_weapon",2013-01-21,214
"75231","en","car_bomb",2013-01-21,856
"75218","en","chemical_weapon",2013-01-21,804
"75213","en","conventional_weapon",2013-01-21,146
"75215","en","dirty_bomb",2013-01-21,1574
"75212","en","eco-terrorism",2013-01-21,530
"75211","en","environmental_terrorism",2013-01-21,48
"75226","en","euskadi_ta_askatasuna",2013-01-21,72
"75241","en","extremism",2013-01-21,972
"75224","en","farc",2013-01-21,3828
"75248","en","fundamentalism",2013-01-21,2212
"75223","en","hamas",2013-01-21,4432
"75227","en","hezbollah",2013-01-21,3562
"75221","en","improvised_explosive_device",2013-01-21,3138
"7526","en","iran",2013-01-21,19182
"7524","en","iraq",2013-01-21,12172
"75225","en","irish_republican_army",2013-01-21,8124
"75249","en","islamist",2013-01-21,1192
"75232","en","jihad",2013-01-21,6342
"75246","en","nationalism",2013-01-21,7586
"75243","en","nigeria",2013-01-21,23264
"75217","en","nuclear",2013-01-21,378
"75216","en","nuclear_enrichment",2013-01-21,24
"7528","en","pakistan",2013-01-21,29606
"75230","en","palestine_liberation_front",2013-01-21,104
"75240","en","pirates",2013-01-21,714
"75229","en","plo",2013-01-21,354
"75244","en","political_radicalism",2013-01-21,494
"75247","en","recruitment",2013-01-21,7396
"75242","en","somalia",2013-01-21,12136
"75235","en","suicide_attack",2013-01-21,1294
"75234","en","suicide_bomber",2013-01-21,242
"75233","en","taliban",2013-01-21,0
"75228","en","tamil_tigers",2013-01-21,0
"75238","en","tehrik-i-taliban_pakistan",2013-01-21,1014
"7522","en","terror",2013-01-21,237
"7521","en","terrorism",2013-01-21,4437
"75214","en","weapons-grade",2013-01-21,0
"75239","en","yemen",2013-01-21,0
"75320","en","abu_sayyaf",2013-01-22,582
"7535","en","afghanistan",2013-01-22,10884
"7538","en","agro",2013-01-22,41
"753","en","al-qaeda",2013-01-22,8896
"75334","en","al-qaeda_in_the_arabian_peninsula",2013-01-22,296
"75335","en","al-qaeda_in_the_islamic_maghreb",2013-01-22,2326
"75343","en","al-shabaab",2013-01-22,217
"75318","en","ammonium_nitrate",2013-01-22,1898
"7533","en","attack",2013-01-22,127
"75317","en","biological_weapon",2013-01-22,126
"75329","en","car_bomb",2013-01-22,397
"75316","en","chemical_weapon",2013-01-22,468
"75311","en","conventional_weapon",2013-01-22,89
"75313","en","dirty_bomb",2013-01-22,583
"75310","en","eco-terrorism",2013-01-22,323
"7539","en","environmental_terrorism",2013-01-22,29
"75324","en","euskadi_ta_askatasuna",2013-01-22,19
"75339","en","extremism",2013-01-22,611
"75322","en","farc",2013-01-22,1257
"75346","en","fundamentalism",2013-01-22,1356
"75321","en","hamas",2013-01-22,2462
"75325","en","hezbollah",2013-01-22,1799
"75319","en","improvised_explosive_device",2013-01-22,1697
"7536","en","iran",2013-01-22,9632
"7534","en","iraq",2013-01-22,5855
"75323","en","irish_republican_army",2013-01-22,3745
"75347","en","islamist",2013-01-22,232
"75330","en","jihad",2013-01-22,3190
"75344","en","nationalism",2013-01-22,4852
"75341","en","nigeria",2013-01-22,11061
"75315","en","nuclear",2013-01-22,200
"75314","en","nuclear_enrichment",2013-01-22,12
"7537","en","pakistan",2013-01-22,15416
"75328","en","palestine_liberation_front",2013-01-22,71
"75338","en","pirates",2013-01-22,337
"75327","en","plo",2013-01-22,170
"75342","en","political_radicalism",2013-01-22,252
"75345","en","recruitment",2013-01-22,3913
"75340","en","somalia",2013-01-22,6246
"75333","en","suicide_attack",2013-01-22,685
"75332","en","suicide_bomber",2013-01-22,91
"75331","en","taliban",2013-01-22,6889
"75326","en","tamil_tigers",2013-01-22,79
"75336","en","tehrik-i-taliban_pakistan",2013-01-22,428
"7532","en","terror",2013-01-22,236
"7531","en","terrorism",2013-01-22,4568
"75312","en","weapons-grade",2013-01-22,112
"75337","en","yemen",2013-01-22,5411
"75420","en","abu_sayyaf",2013-01-23,663
"7545","en","afghanistan",2013-01-23,10689
"7548","en","agro",2013-01-23,43
"754","en","al-qaeda",2013-01-23,8403
"75434","en","al-qaeda_in_the_arabian_peninsula",2013-01-23,355
"75435","en","al-qaeda_in_the_islamic_maghreb",2013-01-23,2748
"75443","en","al-shabaab",2013-01-23,212
"75418","en","ammonium_nitrate",2013-01-23,1919
"7543","en","attack",2013-01-23,139
"75417","en","biological_weapon",2013-01-23,111
"75429","en","car_bomb",2013-01-23,266
"75416","en","chemical_weapon",2013-01-23,500
"75411","en","conventional_weapon",2013-01-23,85
"75413","en","dirty_bomb",2013-01-23,614
"75410","en","eco-terrorism",2013-01-23,317
"7549","en","environmental_terrorism",2013-01-23,12
"75424","en","euskadi_ta_askatasuna",2013-01-23,48
"75439","en","extremism",2013-01-23,475
"75422","en","farc",2013-01-23,1074
"75446","en","fundamentalism",2013-01-23,1461
"75421","en","hamas",2013-01-23,2812
"75425","en","hezbollah",2013-01-23,1867
"75419","en","improvised_explosive_device",2013-01-23,2066
"7546","en","iran",2013-01-23,9266
"7544","en","iraq",2013-01-23,6429
"75423","en","irish_republican_army",2013-01-23,3525
"75447","en","islamist",2013-01-23,372
"75430","en","jihad",2013-01-23,3326
"75444","en","nationalism",2013-01-23,4995
"75441","en","nigeria",2013-01-23,10794
"75415","en","nuclear",2013-01-23,243
"75414","en","nuclear_enrichment",2013-01-23,8
"7547","en","pakistan",2013-01-23,15395
"75428","en","palestine_liberation_front",2013-01-23,68
"75438","en","pirates",2013-01-23,343
"75427","en","plo",2013-01-23,205
"75442","en","political_radicalism",2013-01-23,265
"75445","en","recruitment",2013-01-23,3612
"75440","en","somalia",2013-01-23,5987
"75433","en","suicide_attack",2013-01-23,763
"75432","en","suicide_bomber",2013-01-23,109
"75431","en","taliban",2013-01-23,6009
"75426","en","tamil_tigers",2013-01-23,110
"75436","en","tehrik-i-taliban_pakistan",2013-01-23,403
"7542","en","terror",2013-01-23,241
"7541","en","terrorism",2013-01-23,4304
"75412","en","weapons-grade",2013-01-23,98
"75437","en","yemen",2013-01-23,4740
"75520","en","abu_sayyaf",2013-01-24,454
"7555","en","afghanistan",2013-01-24,10279
"7558","en","agro",2013-01-24,47
"755","en","al-qaeda",2013-01-24,8404
"75534","en","al-qaeda_in_the_arabian_peninsula",2013-01-24,329
"75535","en","al-qaeda_in_the_islamic_maghreb",2013-01-24,2355
"75543","en","al-shabaab",2013-01-24,187
"75518","en","ammonium_nitrate",2013-01-24,2203
"7553","en","attack",2013-01-24,147
"75517","en","biological_weapon",2013-01-24,96
"75529","en","car_bomb",2013-01-24,307
"75516","en","chemical_weapon",2013-01-24,532
"75511","en","conventional_weapon",2013-01-24,86
"75513","en","dirty_bomb",2013-01-24,612
"75510","en","eco-terrorism",2013-01-24,297
"7559","en","environmental_terrorism",2013-01-24,28
"75524","en","euskadi_ta_askatasuna",2013-01-24,33
"75539","en","extremism",2013-01-24,517
"75522","en","farc",2013-01-24,1142
"75546","en","fundamentalism",2013-01-24,1430
"75521","en","hamas",2013-01-24,2875
"75525","en","hezbollah",2013-01-24,1809
"75519","en","improvised_explosive_device",2013-01-24,2070
"7556","en","iran",2013-01-24,9423
"7554","en","iraq",2013-01-24,5834
"75523","en","irish_republican_army",2013-01-24,4524
"75547","en","islamist",2013-01-24,389
"75530","en","jihad",2013-01-24,3251
"75544","en","nationalism",2013-01-24,4793
"75541","en","nigeria",2013-01-24,11007
"75515","en","nuclear",2013-01-24,235
"75514","en","nuclear_enrichment",2013-01-24,6
"7557","en","pakistan",2013-01-24,15190
"75528","en","palestine_liberation_front",2013-01-24,50
"75538","en","pirates",2013-01-24,292
"75527","en","plo",2013-01-24,164
"75542","en","political_radicalism",2013-01-24,292
"75545","en","recruitment",2013-01-24,3508
"75540","en","somalia",2013-01-24,6025
"75533","en","suicide_attack",2013-01-24,753
"75532","en","suicide_bomber",2013-01-24,93
"75531","en","taliban",2013-01-24,5192
"75526","en","tamil_tigers",2013-01-24,107
"75536","en","tehrik-i-taliban_pakistan",2013-01-24,433
"7552","en","terror",2013-01-24,230
"7551","en","terrorism",2013-01-24,4068
"75512","en","weapons-grade",2013-01-24,214
"75537","en","yemen",2013-01-24,5109
"75620","en","abu_sayyaf",2013-01-25,525
"7565","en","afghanistan",2013-01-25,9486
"7568","en","agro",2013-01-25,39
"756","en","al-qaeda",2013-01-25,7730
"75634","en","al-qaeda_in_the_arabian_peninsula",2013-01-25,468
"75635","en","al-qaeda_in_the_islamic_maghreb",2013-01-25,1436
"75643","en","al-shabaab",2013-01-25,182
"75618","en","ammonium_nitrate",2013-01-25,1708
"7563","en","attack",2013-01-25,156
"75617","en","biological_weapon",2013-01-25,83
"75629","en","car_bomb",2013-01-25,277
"75616","en","chemical_weapon",2013-01-25,506
"75611","en","conventional_weapon",2013-01-25,89
"75613","en","dirty_bomb",2013-01-25,626
"75610","en","eco-terrorism",2013-01-25,285
"7569","en","environmental_terrorism",2013-01-25,23
"75624","en","euskadi_ta_askatasuna",2013-01-25,35
"75639","en","extremism",2013-01-25,482
"75622","en","farc",2013-01-25,1289
"75646","en","fundamentalism",2013-01-25,1326
"75621","en","hamas",2013-01-25,2428
"75625","en","hezbollah",2013-01-25,1751
"75619","en","improvised_explosive_device",2013-01-25,1806
"7566","en","iran",2013-01-25,8653
"7564","en","iraq",2013-01-25,5429
"75623","en","irish_republican_army",2013-01-25,3384
"75647","en","islamist",2013-01-25,202
"75630","en","jihad",2013-01-25,2992
"75644","en","nationalism",2013-01-25,4190
"75641","en","nigeria",2013-01-25,11021
"75615","en","nuclear",2013-01-25,243
"75614","en","nuclear_enrichment",2013-01-25,5
"7567","en","pakistan",2013-01-25,14134
"75628","en","palestine_liberation_front",2013-01-25,61
"75638","en","pirates",2013-01-25,426
"75627","en","plo",2013-01-25,165
"75642","en","political_radicalism",2013-01-25,212
"75645","en","recruitment",2013-01-25,2720
"75640","en","somalia",2013-01-25,5376
"75633","en","suicide_attack",2013-01-25,601
"75632","en","suicide_bomber",2013-01-25,80
"75631","en","taliban",2013-01-25,4558
"75626","en","tamil_tigers",2013-01-25,90
"75636","en","tehrik-i-taliban_pakistan",2013-01-25,379
"7562","en","terror",2013-01-25,186
"7561","en","terrorism",2013-01-25,3884
"75612","en","weapons-grade",2013-01-25,125
"75637","en","yemen",2013-01-25,4955
"75720","en","abu_sayyaf",2013-01-26,492
"7575","en","afghanistan",2013-01-26,8403
"7578","en","agro",2013-01-26,35
"757","en","al-qaeda",2013-01-26,6294
"75734","en","al-qaeda_in_the_arabian_peninsula",2013-01-26,225
"75735","en","al-qaeda_in_the_islamic_maghreb",2013-01-26,737
"75743","en","al-shabaab",2013-01-26,197
"75718","en","ammonium_nitrate",2013-01-26,1143
"7573","en","attack",2013-01-26,118
"75717","en","biological_weapon",2013-01-26,67
"75729","en","car_bomb",2013-01-26,254
"75716","en","chemical_weapon",2013-01-26,360
"75711","en","conventional_weapon",2013-01-26,74
"75713","en","dirty_bomb",2013-01-26,693
"75710","en","eco-terrorism",2013-01-26,237
"7579","en","environmental_terrorism",2013-01-26,20
"75724","en","euskadi_ta_askatasuna",2013-01-26,21
"75739","en","extremism",2013-01-26,348
"75722","en","farc",2013-01-26,1008
"75746","en","fundamentalism",2013-01-26,724
"75721","en","hamas",2013-01-26,1677
"75725","en","hezbollah",2013-01-26,1670
"75719","en","improvised_explosive_device",2013-01-26,1363
"7576","en","iran",2013-01-26,8451
"7574","en","iraq",2013-01-26,4710
"75723","en","irish_republican_army",2013-01-26,3083
"75747","en","islamist",2013-01-26,209
"75730","en","jihad",2013-01-26,2454
"75744","en","nationalism",2013-01-26,2355
"75741","en","nigeria",2013-01-26,8867
"75715","en","nuclear",2013-01-26,151
"75714","en","nuclear_enrichment",2013-01-26,5
"7577","en","pakistan",2013-01-26,12892
"75728","en","palestine_liberation_front",2013-01-26,56
"75738","en","pirates",2013-01-26,403
"75727","en","plo",2013-01-26,135
"75742","en","political_radicalism",2013-01-26,149
"75745","en","recruitment",2013-01-26,1661
"75740","en","somalia",2013-01-26,4946
"75733","en","suicide_attack",2013-01-26,549
"75732","en","suicide_bomber",2013-01-26,61
"75731","en","taliban",2013-01-26,3721
"75726","en","tamil_tigers",2013-01-26,72
"75736","en","tehrik-i-taliban_pakistan",2013-01-26,510
"7572","en","terror",2013-01-26,179
"7571","en","terrorism",2013-01-26,2954
"75712","en","weapons-grade",2013-01-26,86
"75737","en","yemen",2013-01-26,4310
"75820","en","abu_sayyaf",2013-01-27,473
"7585","en","afghanistan",2013-01-27,8858
"7588","en","agro",2013-01-27,41
"758","en","al-qaeda",2013-01-27,7089
"75834","en","al-qaeda_in_the_arabian_peninsula",2013-01-27,195
"75835","en","al-qaeda_in_the_islamic_maghreb",2013-01-27,1003
"75843","en","al-shabaab",2013-01-27,191
"75818","en","ammonium_nitrate",2013-01-27,1460
"7583","en","attack",2013-01-27,117
"75817","en","biological_weapon",2013-01-27,95
"75829","en","car_bomb",2013-01-27,257
"75816","en","chemical_weapon",2013-01-27,430
"75811","en","conventional_weapon",2013-01-27,71
"75813","en","dirty_bomb",2013-01-27,625
"75810","en","eco-terrorism",2013-01-27,305
"7589","en","environmental_terrorism",2013-01-27,15
"75824","en","euskadi_ta_askatasuna",2013-01-27,23
"75839","en","extremism",2013-01-27,499
"75822","en","farc",2013-01-27,888
"75846","en","fundamentalism",2013-01-27,953
"75821","en","hamas",2013-01-27,1950
"75825","en","hezbollah",2013-01-27,1836
"75819","en","improvised_explosive_device",2013-01-27,1691
"7586","en","iran",2013-01-27,9867
"7584","en","iraq",2013-01-27,4999
"75823","en","irish_republican_army",2013-01-27,3678
"75847","en","islamist",2013-01-27,201
"75830","en","jihad",2013-01-27,2839
"75844","en","nationalism",2013-01-27,3025
"75841","en","nigeria",2013-01-27,8503
"75815","en","nuclear",2013-01-27,158
"75814","en","nuclear_enrichment",2013-01-27,9
"7587","en","pakistan",2013-01-27,13718
"75828","en","palestine_liberation_front",2013-01-27,51
"75838","en","pirates",2013-01-27,410
"75827","en","plo",2013-01-27,183
"75842","en","political_radicalism",2013-01-27,156
"75845","en","recruitment",2013-01-27,2006
"75840","en","somalia",2013-01-27,7039
"75833","en","suicide_attack",2013-01-27,562
"75832","en","suicide_bomber",2013-01-27,70
"75831","en","taliban",2013-01-27,4238
"75826","en","tamil_tigers",2013-01-27,105
"75836","en","tehrik-i-taliban_pakistan",2013-01-27,467
"7582","en","terror",2013-01-27,144
"7581","en","terrorism",2013-01-27,3482
"75812","en","weapons-grade",2013-01-27,142
"75837","en","yemen",2013-01-27,4429
"75920","en","abu_sayyaf",2013-01-28,594
"7595","en","afghanistan",2013-01-28,10376
"7598","en","agro",2013-01-28,73
"759","en","al-qaeda",2013-01-28,7790
"75934","en","al-qaeda_in_the_arabian_peninsula",2013-01-28,256
"75935","en","al-qaeda_in_the_islamic_maghreb",2013-01-28,1288
"75943","en","al-shabaab",2013-01-28,175
"75918","en","ammonium_nitrate",2013-01-28,2115
"7593","en","attack",2013-01-28,108
"75917","en","biological_weapon",2013-01-28,93
"75929","en","car_bomb",2013-01-28,347
"75916","en","chemical_weapon",2013-01-28,587
"75911","en","conventional_weapon",2013-01-28,104
"75913","en","dirty_bomb",2013-01-28,642
"75910","en","eco-terrorism",2013-01-28,309
"7599","en","environmental_terrorism",2013-01-28,28
"75924","en","euskadi_ta_askatasuna",2013-01-28,24
"75939","en","extremism",2013-01-28,536
"75922","en","farc",2013-01-28,1096
"75946","en","fundamentalism",2013-01-28,1348
"75921","en","hamas",2013-01-28,2300
"75925","en","hezbollah",2013-01-28,2144
"75919","en","improvised_explosive_device",2013-01-28,1684
